Protein Id,Gene Symbol,Description,Number of peptides,RAW sum signal-to-noise,,,,,,,,,,Normalized sum signal-to-noise,,,,,,,,,,"TMT relative abundance (scaled, i.e., sum across 11 channels for each protein=100)",,,,,,,,,,,,,
,,,,control1,control2,control3,control4,control5,KRAS1,KRAS2,KRAS3,KRAS4,KRAS5,control1,control2,control3,control4,control5,KRAS1,KRAS2,KRAS3,KRAS4,KRAS5,control1,control2,control3,control4,control5,KRAS1,KRAS2,KRAS3,KRAS4,KRAS5,,,,
,,,,126,127n,127c,128n,128c,129n,129c,130n,130c,131,126,127n,127c,128n,128c,129n,129c,130n,130c,131,126,127n,127c,128n,128c,129n,129c,130n,130c,131,,,,
sp|Q8C1D8|IWS1_MOUSE,Iws1,IWS1_MOUSE Protein IWS1 homolog,9,1474.69,1503.47,1581.29,1382.06,1368.87,1348.99,1317.72,1344.03,1473.18,1063.99,1498.23,1560.23,1581.29,1407.52,1428.72,1538.72,1402.78,1475.16,1509.82,1428.48,10.102,10.5201,10.6621,9.49042,9.63335,10.3751,9.45848,9.9465,10.1802,9.63177,,,,
sp|Q9CXK9|RBM33_MOUSE,Rbm33,RBM33_MOUSE RNA-binding protein 33,7,915.995,967.697,972.596,829.393,892.006,844.065,844.32,881.49,949.49,715.082,930.614,1004.23,972.596,844.669,931.003,962.775,898.825,967.49,973.105,960.046,9.8526,10.632,10.2971,8.94269,9.85672,10.1931,9.51605,10.243,10.3025,10.1642,,,,
sp|Q922M3|BACD3_MOUSE,Kctd10,BACD3_MOUSE BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3,5,558.657,587.776,628.505,662.669,604.813,754.808,806.377,814.713,765.149,585.591,567.573,609.969,628.505,674.873,631.254,860.965,858.432,894.199,784.179,786.196,7.77908,8.36015,8.61421,9.24972,8.65188,11.8003,11.7656,12.2558,10.7479,10.7755,,,,
sp|O70479|BACD2_MOUSE,Tnfaip1,BACD2_MOUSE BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 2,3,477.419,439.712,436.071,470.189,468.745,504.129,565.748,521.631,582.365,443.852,485.038,456.314,436.071,478.849,489.237,575.031,602.269,572.523,596.849,595.902,9.17229,8.62911,8.2463,9.05525,9.25169,10.8741,11.3892,10.8267,11.2867,11.2688,,,,
sp|Q3UB74|TBRG1_MOUSE,Tbrg1,TBRG1_MOUSE Transforming growth factor beta regulator 1,2,108.596,111.13,124.786,104.232,103.137,105.445,103.072,104.213,110.335,82.2878,110.329,115.326,124.786,106.152,107.646,120.275,109.726,114.38,113.08,110.477,9.74491,10.1862,11.0218,9.37589,9.50788,10.6233,9.69161,10.1027,9.9878,9.75793,,,,
sp|Q9D0R9|WDR89_MOUSE,Wdr89,WDR89_MOUSE WD repeat-containing protein 89,2,472.852,448.658,545.874,443.254,433.033,465.675,501.667,468.994,454.91,338.136,480.398,465.598,545.874,451.417,451.964,531.169,534.051,514.751,466.224,453.971,9.81322,9.5109,11.1507,9.22122,9.23238,10.8503,10.9092,10.5149,9.52369,9.27339,,,,
sp|O09106|HDAC1_MOUSE,Hdac1,HDAC1_MOUSE Histone deacetylase 1,15,2409.78,2328.28,2621.69,2309.77,2324.3,2158.7,2357.15,2314.14,2512.75,1856.62,2448.24,2416.18,2621.69,2352.31,2425.91,2462.3,2509.31,2539.92,2575.24,2492.64,9.85455,9.72553,10.5527,9.46842,9.76468,9.91113,10.1004,10.2236,10.3658,10.0333,,,,
sp|P70288|HDAC2_MOUSE,Hdac2,HDAC2_MOUSE Histone deacetylase 2,11,1730.23,1751.82,1989.12,1689.68,1649.3,1596.33,1725.36,1657.16,1761.17,1243.81,1757.85,1817.96,1989.12,1720.79,1721.41,1820.84,1836.74,1818.83,1804.97,1669.9,9.78842,10.1232,11.0762,9.5821,9.58551,10.1392,10.2278,10.128,10.0508,9.29873,,,,
sp|B1AY13|UBP24_MOUSE,Usp24,UBP24_MOUSE Ubiquitin carboxyl-terminal hydrolase 24,30,4665.49,4475.69,4718.61,4736.23,4423.3,4091.59,4419.91,4183.34,4592.89,3557.33,4739.95,4644.68,4718.61,4823.46,4616.67,4667.04,4705.24,4591.48,4707.11,4775.95,10.0871,9.88435,10.0417,10.2648,9.82475,9.93194,10.0132,9.77114,10.0172,10.1637,,,,
sp|P63073|IF4E_MOUSE,Eif4e,IF4E_MOUSE Eukaryotic translation initiation factor 4E,13,3459.66,3190.65,3343.76,3003.01,3015.2,2836.29,3013.15,2536.01,2880.07,2006.94,3514.88,3311.12,3343.76,3058.32,3147.02,3235.19,3207.66,2783.43,2951.7,2694.45,11.2485,10.5964,10.7009,9.7874,10.0713,10.3534,10.2653,8.9077,9.44618,8.62291,,,,
sp|Q80XL1|CBLC_MOUSE,Cblc,CBLC_MOUSE E3 ubiquitin-protein ligase CBL-C,3,195.112,221.565,209.421,210.499,197.71,206.796,245.361,235.707,224.442,188.892,198.226,229.931,209.421,214.375,206.354,235.879,261.201,258.703,230.025,253.6,8.62708,10.0069,9.11432,9.32994,8.98082,10.2658,11.3678,11.2592,10.011,11.037,,,,
sp|Q08091|CNN1_MOUSE,Cnn1,CNN1_MOUSE Calponin-1,37,6338.95,6926.61,5919.95,11174.8,13687.7,3506.64,5023.08,3513.82,6694.16,6785.7,6440.11,7188.14,5919.95,11380.6,14286.1,3999.82,5347.34,3856.64,6860.65,9110.26,8.65727,9.66282,7.95803,15.2986,19.2045,5.37685,7.18829,5.18438,9.22259,12.2467,,,,
sp|Q9WVL3|S12A7_MOUSE,Slc12a7,S12A7_MOUSE Solute carrier family 12 member 7,9,1638.13,1515.08,1539.89,1560.39,1488.93,1364.34,1421.56,1308.92,1535.49,1175.85,1664.27,1572.28,1539.89,1589.13,1554.02,1556.22,1513.32,1436.62,1573.68,1578.65,10.6834,10.0929,9.88498,10.201,9.97566,9.98979,9.71444,9.22207,10.1019,10.1338,,,,
sp|O88792|JAM1_MOUSE,F11r,JAM1_MOUSE Junctional adhesion molecule A,8,1604.07,1713.83,1693.1,1753.16,1528.51,1811.67,1836.4,2122.9,1890.43,1639.21,1629.68,1778.54,1693.1,1785.45,1595.33,2066.47,1954.95,2330.02,1937.44,2200.75,8.59002,9.37471,8.92435,9.41111,8.40898,10.8924,10.3045,12.2815,10.2123,11.6002,,,,
sp|Q8BMD8|SCMC1_MOUSE,Slc25a24,SCMC1_MOUSE Calcium-binding mitochondrial carrier protein SCaMC-1,19,3626.47,3459.41,3520.62,4141.03,3738.59,4287.79,5033.73,4630.45,4525.73,3870.75,3684.35,3590.03,3520.62,4217.29,3902.03,4890.83,5358.67,5082.21,4638.29,5196.74,8.35812,8.14415,7.9867,9.56713,8.85195,11.0951,12.1564,11.5292,10.5222,11.789,,,,
sp|P56399|UBP5_MOUSE,Usp5,UBP5_MOUSE Ubiquitin carboxyl-terminal hydrolase 5,39,8798.82,8958.72,9116.47,8945.45,8379.08,7703.49,8056.15,8190.38,8529.86,6664.1,8939.24,9296.98,9116.47,9110.2,8745.39,8786.92,8576.2,8989.46,8742,8947.01,10.016,10.4168,10.2145,10.2075,9.79877,9.8453,9.60921,10.0722,9.79498,10.0247,,,,
sp|Q99LJ1|FUCO_MOUSE,Fuca1,FUCO_MOUSE Tissue alpha-L-fucosidase,11,2903.05,2744.61,2471.59,2825.64,2648.93,1761.51,1577.28,1467.25,1974.42,1656.67,2949.38,2848.24,2471.59,2877.68,2764.73,2009.25,1679.1,1610.39,2023.53,2224.19,12.573,12.1418,10.5362,12.2673,11.7858,8.56527,7.15788,6.86499,8.62614,9.48153,,,,
tr|E9Q7D5|E9Q7D5_MOUSE,Arhgef5,E9Q7D5_MOUSE Protein Arhgef5,6,1105.85,1066.08,1124.41,1126.65,1068.51,1207.43,1295.97,1268.97,1282.27,976.972,1123.5,1106.33,1124.41,1147.4,1115.22,1377.25,1379.63,1392.78,1314.17,1311.65,9.06606,8.92752,9.07346,9.25896,8.99926,11.1137,11.1329,11.239,10.6047,10.5844,,,,
sp|Q00612|G6PD1_MOUSE,G6pdx,G6PD1_MOUSE Glucose-6-phosphate 1-dehydrogenase X,36,6576.33,6273.55,6642.12,6322.4,6199.8,5327.57,5511.92,5361.83,5797.57,4385.29,6681.29,6510.42,6642.12,6438.84,6470.84,6076.85,5867.74,5884.95,5941.76,5887.55,10.7068,10.433,10.644,10.3183,10.3695,9.73817,9.40308,9.43065,9.5217,9.43482,,,,
sp|Q8CB62|CNTRB_MOUSE,Cntrob,CNTRB_MOUSE Centrobin,1,222.423,222.246,231.536,225.45,206.858,208.438,217.978,207.166,222.694,161.595,225.973,230.637,231.536,229.602,215.901,237.753,232.05,227.378,228.232,216.953,9.92844,10.1334,10.1729,10.0879,9.48593,10.446,10.1955,9.99017,10.0277,9.53214,,,,
sp|Q8BH47|SC22A_MOUSE,Sec22a,SC22A_MOUSE Vesicle-trafficking protein SEC22a,2,123.691,118.437,130.686,108.69,121.302,141.797,141.975,120.762,126.126,100.02,125.665,122.909,130.686,110.692,126.605,161.739,151.14,132.544,129.262,134.283,9.48041,9.27249,9.85918,8.35077,9.5513,12.2019,11.4022,9.99934,9.75178,10.1306,,,,
sp|Q8VE99|CC115_MOUSE,Ccdc115,CC115_MOUSE Coiled-coil domain-containing protein 115,1,228.158,227.291,250.577,245.278,241.102,231.45,216.124,233.467,243.928,179.731,231.799,235.873,250.577,249.796,251.642,264.002,230.076,256.245,249.995,241.301,9.41773,9.58325,10.1807,10.1489,10.2239,10.7261,9.34773,10.4109,10.157,9.80378,,,,
sp|Q8QZT1|THIL_MOUSE,Acat1,"THIL_MOUSE Acetyl-CoA acetyltransferase, mitochondrial",24,6674.61,6768.53,6808.16,7703.21,7263.41,5713.75,6054.32,6286.1,6652.05,5713.4,6781.13,7024.09,6808.16,7845.08,7580.95,6517.34,6445.15,6899.39,6817.49,7670.63,9.63374,9.97891,9.67213,11.1453,10.77,9.25898,9.15642,9.80174,9.68539,10.8974,,,,
sp|Q9QYC7|VKGC_MOUSE,Ggcx,VKGC_MOUSE Vitamin K-dependent gamma-carboxylase,2,136.504,129.166,135.946,138.095,136.675,138.3,156.812,155.317,149.295,112.149,138.682,134.043,135.946,140.638,142.65,157.751,166.935,170.47,153.008,150.567,9.30321,8.99202,9.11969,9.43442,9.56936,10.5824,11.1985,11.4356,10.2643,10.1005,,,,
sp|Q3UHH1|ZSWM8_MOUSE,Zswim8,ZSWM8_MOUSE Zinc finger SWIM domain-containing protein 8,3,363.221,384.249,345.618,341.076,344.462,365.422,386.642,385.811,357.652,285.884,369.018,398.757,345.618,347.358,359.521,416.815,411.601,423.452,366.547,383.819,9.65383,10.4318,9.04165,9.08718,9.40538,10.9042,10.7678,11.0779,9.58918,10.041,,,,
sp|Q99KV1|DJB11_MOUSE,Dnajb11,DJB11_MOUSE DnaJ homolog subfamily B member 11,10,2589.53,2197.85,2455.81,2670.3,2576.01,1904.3,1944.73,1831.59,2340.42,1725.09,2630.86,2280.83,2455.81,2719.48,2688.63,2172.12,2070.27,2010.28,2398.63,2316.05,11.0806,9.60634,10.3433,11.4538,11.3239,9.1485,8.7195,8.46687,10.1025,9.75466,,,,
sp|Q9D0B0|SRSF9_MOUSE,Srsf9,SRSF9_MOUSE Serine/arginine-rich splicing factor 9,8,1666.15,1546.83,1682.45,1451.56,1485.14,1553.98,1587.85,1616.15,1571.81,1163.87,1692.74,1605.23,1682.45,1478.29,1550.07,1772.53,1690.35,1773.82,1610.9,1562.58,10.3097,9.77668,10.247,9.00355,9.44073,10.7956,10.2951,10.8035,9.81123,9.51691,,,,
sp|Q9EPQ8|TCF20_MOUSE,Tcf20,TCF20_MOUSE Transcription factor 20,4,551.361,519.309,640.799,719.831,660.342,472.937,510.806,475.788,604.859,477.508,560.16,538.917,640.799,733.088,689.21,539.451,543.78,522.207,619.902,641.087,9.29171,8.93933,10.6293,12.1602,11.4323,8.94819,9.02001,8.66216,10.2827,10.6341,,,,
sp|Q7TPD0|INT3_MOUSE,Ints3,INT3_MOUSE Integrator complex subunit 3,15,2136.89,2087.65,2404.84,2029.18,2115.4,1937.14,2071.79,2097.82,2223.92,1611.29,2170.99,2166.48,2404.84,2066.55,2207.88,2209.58,2205.54,2302.49,2279.23,2163.26,9.78946,9.7691,10.8439,9.31851,9.95578,9.96348,9.94522,10.3824,10.2775,9.75459,,,,
sp|Q91YP0|L2HDH_MOUSE,L2hgdh,"L2HDH_MOUSE L-2-hydroxyglutarate dehydrogenase, mitochondrial",4,1123.74,1105.81,1171.48,1144.71,1127.92,1005.76,1118.63,1000.99,1088.15,935.444,1141.67,1147.56,1171.48,1165.79,1177.23,1147.21,1190.85,1098.65,1115.21,1255.9,9.83222,9.88292,10.0889,10.0399,10.1384,9.87995,10.2557,9.46167,9.60435,10.8159,,,,
sp|Q8C2E4|PTCD1_MOUSE,Ptcd1,"PTCD1_MOUSE Pentatricopeptide repeat-containing protein 1, mitochondrial",2,175.986,183.932,166.664,146.282,135.523,183.491,186.692,180.767,162.49,138.287,178.795,190.877,166.664,148.977,141.448,209.297,198.744,198.403,166.531,185.66,10.0143,10.691,9.33483,8.34418,7.92248,11.7227,11.1316,11.1125,9.32743,10.3988,,,,
sp|Q9D967|MGDP1_MOUSE,Mdp1,MGDP1_MOUSE Magnesium-dependent phosphatase 1,6,1012.66,1145.18,1167.01,1228.15,1152.62,960.511,906.542,951.527,1084.3,857.617,1028.82,1188.42,1167.01,1250.77,1203.01,1095.6,965.063,1044.36,1111.26,1151.41,9.18119,10.6054,10.4144,11.1619,10.7357,9.77713,8.61224,9.31989,9.91692,10.2752,,,,
sp|Q3UP24|NLRC4_MOUSE,Nlrc4,NLRC4_MOUSE NLR family CARD domain-containing protein 4,14,3240.12,2998.96,3225.11,3463.36,3162.16,2859.1,2943.67,2921.36,3230.7,2468.11,3291.83,3112.19,3225.11,3527.15,3300.4,3261.21,3133.69,3206.38,3311.05,3313.6,10.0721,9.52246,9.86796,10.7921,10.0983,9.97841,9.58826,9.81066,10.1309,10.1387,,,,
sp|P62204|CALM_MOUSE,Calm1,CALM_MOUSE Calmodulin,19,4041.64,4409.73,2086.95,1999.16,3242.98,1576.08,1716.45,2713.34,2448.48,1475.21,4106.14,4576.23,2086.95,2035.98,3384.75,1797.74,1827.26,2978.06,2509.38,1980.57,15.0501,16.7732,7.64925,7.46243,12.4061,6.58922,6.69741,10.9154,9.19757,7.25935,,,,
sp|Q61655|DD19A_MOUSE,Ddx19a,DD19A_MOUSE ATP-dependent RNA helicase DDX19A,30,5993.93,5854.03,6439.66,6271.38,6095.41,5909.21,6410.13,6375.16,6678.56,4682.29,6089.59,6075.06,6439.66,6386.88,6361.88,6740.29,6823.94,6997.14,6844.66,6286.29,9.36206,9.33973,9.90026,9.81911,9.78068,10.3624,10.491,10.7573,10.5229,9.66447,,,,
tr|Q8BZY3|Q8BZY3_MOUSE,Ddx19b,Q8BZY3_MOUSE Protein Ddx19b,2,444.456,414.377,453.848,479.369,456.443,404.692,431.236,461.031,468.786,310.884,451.549,430.023,453.848,488.198,476.398,461.608,459.074,506.011,480.445,417.382,9.7642,9.29872,9.81392,10.5567,10.3015,9.98172,9.92692,10.9419,10.389,9.02539,,,,
tr|Q8K426|Q8K426_MOUSE,Retnlg,Q8K426_MOUSE Myeloid cysteine-rich protein,1,69.4866,61.853,72.1144,46.6661,59.8984,64.4915,58.2152,68.8491,88.9579,26.6967,70.5956,64.1884,72.1144,47.5256,62.517,73.5617,61.9733,75.5662,91.1703,35.8422,10.7771,9.79894,11.0089,7.25521,9.54379,11.2299,9.46078,11.5359,13.918,5.47163,,,,
sp|Q8R310|TMCC3_MOUSE,Tmcc3,TMCC3_MOUSE Transmembrane and coiled-coil domains protein 3,7,1531.62,1168.42,965.569,980.377,1022.3,1170.68,1301.26,1036.23,1240.86,934.676,1556.07,1212.54,965.569,998.433,1066.99,1335.33,1385.26,1137.33,1271.72,1254.87,12.7713,9.95181,7.92482,8.19456,8.75721,10.9596,11.3694,9.33451,10.4376,10.2992,,,,
sp|Q9DAJ4|WDR83_MOUSE,Wdr83,WDR83_MOUSE WD repeat domain-containing protein 83,4,468.29,475.458,505.48,485.452,502.426,412.107,441.534,443.321,456.449,348.066,475.764,493.41,505.48,494.393,524.391,470.066,470.036,486.573,467.801,467.302,9.79903,10.1625,10.4111,10.1827,10.8006,9.68167,9.68106,10.0217,9.63503,9.62474,,,,
sp|Q00993|UFO_MOUSE,Axl,UFO_MOUSE Tyrosine-protein kinase receptor UFO,3,626.876,548.634,656.047,675.544,675.848,520.573,558.973,534.65,621.229,477.758,636.881,569.349,656.047,687.986,705.394,593.787,595.057,586.812,636.679,641.423,10.0941,9.02381,10.3979,10.9041,11.18,9.41113,9.43125,9.30057,10.0909,10.1661,,,,
sp|Q60805|MERTK_MOUSE,Mertk,MERTK_MOUSE Tyrosine-protein kinase Mer,3,546.611,500.201,520.018,691.726,685.714,429.81,450.321,474.486,524.546,557.484,555.335,519.087,520.018,704.466,715.691,490.259,479.391,520.778,537.592,748.459,9.58949,8.96356,8.97965,12.1647,12.3585,8.46577,8.27809,8.99277,9.2831,12.9244,,,,
sp|P49769|PSN1_MOUSE,Psen1,PSN1_MOUSE Presenilin-1,2,184.691,170.555,185.209,178.216,166.224,176.674,170.349,181.38,174.812,153.457,187.639,176.994,185.209,181.498,173.491,201.522,181.345,199.076,179.16,206.027,10.0236,9.45502,9.89383,9.69563,9.26786,10.7653,9.68745,10.6346,9.5707,11.0059,,,,
sp|Q8BH55|THNS1_MOUSE,Thnsl1,THNS1_MOUSE Threonine synthase-like 1,1,122.35,124.454,141.99,119.737,124.463,134.847,151.293,137.586,127.592,105.734,124.303,129.153,141.99,121.942,129.904,153.812,161.06,151.009,130.765,141.955,8.96913,9.3191,10.2454,8.79884,9.37332,11.0984,11.6214,10.8962,9.43545,10.2429,,,,
sp|Q6ZQL4|WDR43_MOUSE,Wdr43,WDR43_MOUSE WD repeat-containing protein 43,15,3611.81,3522.35,3992.33,3029.57,3023.2,3475.48,3657.99,3578.19,3653.99,2420.15,3669.46,3655.34,3992.33,3085.37,3155.36,3964.28,3894.13,3927.29,3744.87,3249.21,10.0982,10.0594,10.9868,8.49082,8.68346,10.9096,10.7165,10.8078,10.3058,8.94173,,,,
sp|P10126|EF1A1_MOUSE,Eef1a1,EF1A1_MOUSE Elongation factor 1-alpha 1,150,28360.6,37628.8,30135.4,29456.3,25261.7,24092.1,26765.1,26156.9,28046.3,21541,28813.2,39049.6,30135.4,29998.8,26366.1,27480.4,28492.9,28708.8,28743.8,28920.2,9.71092,13.1609,10.1565,10.1105,8.88617,9.26172,9.60296,9.67575,9.68755,9.74699,,,,
sp|P62631|EF1A2_MOUSE,Eef1a2,EF1A2_MOUSE Elongation factor 1-alpha 2,2,211.074,170.794,159.63,285.706,483.819,228.816,215.346,149.727,194.61,184.944,214.442,177.243,159.63,290.968,504.971,260.997,229.247,164.335,199.451,248.3,8.75423,7.23564,6.51664,11.8783,20.6145,10.6548,9.35861,6.70868,8.14222,10.1364,,,,
sp|Q08331|CALB2_MOUSE,Calb2,CALB2_MOUSE Calretinin,6,1308.41,1294.8,1500.61,2446.57,2560.73,731.903,751.052,680.381,1269.73,1063.66,1329.29,1343.69,1500.61,2491.62,2672.68,834.838,799.536,746.761,1301.31,1428.04,9.20027,9.29994,10.386,17.245,18.4981,5.77808,5.53374,5.16848,9.00663,9.88371,,,,
##sp|Q6P9J5|KANK4_MOUSE,##Kank4,##KANK4_MOUSE ##KN motif and ankyrin repeat domain-containing protein 4,1,14.4194,10.3482,11.9491,10.2425,11.9839,10.2407,11.5807,12.4146,11.8494,3.6133,14.6495,10.739,11.9491,10.4311,12.5078,11.681,12.3282,13.6258,12.1441,4.85109,12.749,9.34579,10.399,9.07791,10.8852,10.1656,10.7289,11.8582,10.5687,4.22176,,,,
sp|Q8K1C0|ANGE2_MOUSE,Angel2,ANGE2_MOUSE Protein angel homolog 2,5,933.838,934.132,1098.6,1042.65,1018.4,860.566,939.573,929.38,989.385,751.673,948.742,969.402,1098.6,1061.86,1062.92,981.597,1000.23,1020.05,1013.99,1009.17,9.33198,9.5352,10.806,10.4446,10.455,9.65515,9.83839,10.0334,9.97379,9.92638,,,,
sp|Q9WV30|NFAT5_MOUSE,Nfat5,NFAT5_MOUSE Nuclear factor of activated T-cells 5,1,107.464,97.7127,114.446,103.318,99.0307,122.252,155.352,133.863,128.03,95.2428,109.179,101.402,114.446,105.221,103.36,139.446,165.38,146.923,131.214,127.87,8.77333,8.1484,9.1966,8.4553,8.30574,11.2055,13.2895,11.8063,10.544,10.2753,,,,
sp|Q99MR8|MCCA_MOUSE,Mccc1,"MCCA_MOUSE Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",20,3703.31,3537.62,3869.46,4027.57,3836.62,2736.58,2976.19,2948.29,3434.2,2859.4,3762.42,3671.19,3869.46,4101.74,4004.35,3121.46,3168.31,3235.93,3519.61,3838.94,10.3667,10.1153,10.6616,11.3016,11.0333,8.60062,8.72972,8.91603,9.69765,10.5775,,,,
sp|Q91ZW2|OFUT1_MOUSE,Pofut1,OFUT1_MOUSE GDP-fucose protein O-fucosyltransferase 1,6,1168.64,1074.78,1103.54,1190.71,1161.75,1023.34,1031,968.981,1040.52,747.315,1187.29,1115.36,1103.54,1212.64,1212.54,1167.26,1097.56,1063.52,1066.4,1003.32,10.573,9.9325,9.82719,10.7988,10.7979,10.3947,9.77392,9.47081,9.49647,8.93475,,,,
sp|Q8K358|PIGU_MOUSE,Pigu,PIGU_MOUSE Phosphatidylinositol glycan anchor biosynthesis class U protein,3,357.406,357.108,373.536,369.438,348.912,360.797,352.956,367.03,366.354,286.629,363.11,370.591,373.536,376.242,364.166,411.539,375.741,402.839,375.466,384.819,9.56043,9.75741,9.83495,9.90619,9.58823,10.8355,9.893,10.6065,9.88575,10.132,,,,
sp|Q3U9G9|LBR_MOUSE,Lbr,LBR_MOUSE Lamin-B receptor,24,5120.32,5063.12,4818.3,4170.93,4039.03,4278.91,4040.88,4109.97,4490.08,3265.9,5202.04,5254.29,4818.3,4247.75,4215.6,4880.7,4301.74,4510.95,4601.75,4384.7,11.207,11.3196,10.3803,9.15112,9.08187,10.5147,9.26743,9.71815,9.91376,9.44615,,,,
sp|P30412|PPIC_MOUSE,Ppic,PPIC_MOUSE Peptidyl-prolyl cis-trans isomerase C,3,682.488,565.957,681.085,627.668,650.166,812.056,1049.35,896.151,824.222,651.04,693.38,587.326,681.085,639.228,678.59,926.264,1117.09,983.583,844.721,874.065,8.63989,7.3184,8.48669,7.96513,8.45559,11.5418,13.9196,12.256,10.5257,10.8913,,,,
sp|Q62179|SEM4B_MOUSE,Sema4b,SEM4B_MOUSE Semaphorin-4B,5,365.357,337.177,369.223,331.457,341.963,342.038,368.085,352.673,392.728,329.058,371.188,349.908,369.223,337.562,356.913,390.142,391.847,387.08,402.495,441.783,9.77289,9.21261,9.72115,8.88755,9.39704,10.2719,10.3168,10.1913,10.5972,11.6316,,,,
sp|Q8CEE6|PASK_MOUSE,Pask,PASK_MOUSE PAS domain-containing serine/threonine-protein kinase,2,214.919,194.185,224.893,186.758,194.481,189.362,186.124,194.343,227.201,125.133,218.349,201.517,224.893,190.198,202.983,215.994,198.139,213.304,232.852,167.999,10.5675,9.7529,10.8842,9.20507,9.82384,10.4535,9.5894,10.3233,11.2694,8.13072,,,,
sp|Q8R5K4|NOL6_MOUSE,Nol6,NOL6_MOUSE Nucleolar protein 6,7,1420.21,1465.67,1520.57,1225.57,1250.13,1270.3,1333.64,1252.61,1411.77,931.646,1442.88,1521.01,1520.57,1248.15,1304.78,1448.95,1419.74,1374.82,1446.88,1250.8,10.3221,10.881,10.8779,8.92899,9.33417,10.3655,10.1565,9.83521,10.3507,8.94796,,,,
sp|P08228|SODC_MOUSE,Sod1,SODC_MOUSE Superoxide dismutase [Cu-Zn],7,2215.77,2512.28,2385.5,2314.25,2137.82,1301.4,1900.98,1968.98,2139.01,1994.33,2251.13,2607.14,2385.5,2356.87,2231.28,1484.43,2023.7,2161.07,2192.21,2677.53,10.0628,11.6542,10.6634,10.5355,9.97406,6.63556,9.04614,9.66022,9.7994,11.9688,,,,
sp|Q8BMI0|FBX38_MOUSE,Fbxo38,FBX38_MOUSE F-box only protein 38,6,748.482,751.249,786.882,743.098,763.253,747.847,788.195,828.654,791.006,611.109,760.428,779.614,786.882,756.784,796.62,853.025,839.076,909.5,810.679,820.456,9.37288,9.60937,9.69895,9.32797,9.81898,10.5142,10.3423,11.2103,9.99226,10.1128,,,,
sp|P58137|ACOT8_MOUSE,Acot8,ACOT8_MOUSE Acyl-coenzyme A thioesterase 8,7,1460.04,1416.58,1259.46,1464.09,1364.41,1360.42,1321.96,1071.43,1316.16,1186.31,1483.34,1470.07,1259.46,1491.06,1424.06,1551.75,1407.3,1175.96,1348.89,1592.7,10.4427,10.3492,8.86659,10.497,10.0253,10.9243,9.90735,8.27876,9.49617,11.2126,,,,
sp|Q91WG4|ELP2_MOUSE,Elp2,ELP2_MOUSE Elongator complex protein 2,6,993.099,986.097,1138.71,919.141,854.225,1016.15,1117.9,1103.72,1111.64,757.633,1008.95,1023.33,1138.71,936.069,891.57,1159.06,1190.06,1211.4,1139.29,1017.17,9.41568,9.54989,10.6267,8.73556,8.32028,10.8166,11.1059,11.305,10.632,9.49244,,,,
sp|Q3UVG3|F91A1_MOUSE,Fam91a1,F91A1_MOUSE Protein FAM91A1,10,1394.18,1350.08,1428.34,1411.83,1343.44,1257.07,1324.04,1302.47,1394.54,1023.87,1416.43,1401.06,1428.34,1437.83,1402.17,1433.87,1409.51,1429.54,1429.23,1374.62,10.0012,9.89266,10.0853,10.1523,9.90054,10.1243,9.95232,10.0938,10.0916,9.70595,,,,
sp|Q3U1V6|UEVLD_MOUSE,Uevld,UEVLD_MOUSE Ubiquitin-conjugating enzyme E2 variant 3,6,1314.04,1276.53,1340.73,1328.15,1253.3,1235.99,1357.56,1207.5,1259.97,993.18,1335.01,1324.73,1340.73,1352.61,1308.09,1409.82,1445.19,1325.3,1291.3,1333.41,9.9138,9.83745,9.95628,10.0445,9.71387,10.4693,10.732,9.84169,9.58921,9.9019,,,,
sp|P10417|BCL2_MOUSE,Bcl2,BCL2_MOUSE Apoptosis regulator Bcl-2,4,288.133,308.593,296.279,261.565,275.209,234.771,267.907,265.868,282.418,209.605,292.732,320.245,296.279,266.382,287.24,267.79,285.201,291.807,289.442,281.409,10.1695,11.1253,10.2927,9.2541,9.97872,9.30301,9.90789,10.1374,10.0552,9.77615,,,,
sp|Q64373|B2CL1_MOUSE,Bcl2l1,B2CL1_MOUSE Bcl-2-like protein 1,2,342.873,393.068,394.192,329.404,341.72,475.2,517.895,507.634,423.171,357.534,348.345,407.909,394.192,335.47,356.66,542.033,551.327,557.16,433.696,480.014,7.90471,9.25634,8.94506,7.61255,8.09338,12.2999,12.5108,12.6432,9.8415,10.8926,,,,
sp|Q9JKB3|YBOX3_MOUSE,Ybx3,YBOX3_MOUSE Y-box-binding protein 3,5,847.709,850.003,885.573,753.997,732.376,762.52,751.934,658.343,847.855,568.102,861.238,882.096,885.573,767.884,764.393,869.762,800.474,722.573,868.941,762.715,10.5213,10.7761,10.8186,9.38085,9.33821,10.6254,9.77899,8.82731,10.6154,9.31771,,,,
sp|Q9JKB3-2|YBOX3_MOUSE,Ybx3,YBOX3_MOUSE Isoform 2 of Y-box-binding protein 3,1,136.375,133.158,121.576,84.1368,67.4285,90.4904,64.6599,80.7885,110.182,59.3401,138.551,138.186,121.576,85.6864,70.3763,103.217,68.834,88.6705,112.922,79.6681,13.7494,13.7132,12.0648,8.50328,6.98395,10.243,6.83089,8.79941,11.2061,7.90604,,,,
